"","Date","Precipitation_mmd","ActualEvaporation_mmd","ObservedRecharge"
"731","31.12.2013",0,3.79,0
"732","01.01.2014",0.2,3.91,0
"733","02.01.2014",0,2.99,0
"734","03.01.2014",0,3.58,0
"735","04.01.2014",0.2,3.08,0
"736","05.01.2014",0.4,2.7,0
"737","06.01.2014",0,3.73,0
"738","07.01.2014",0,0.83,0
"739","08.01.2014",3.7,1.44,0
"740","09.01.2014",1,1.99,0
"741","10.01.2014",0.8,3.48,0
"742","11.01.2014",0.5,3.59,0
"743","12.01.2014",4.3,4.23,0
"744","13.01.2014",0,2.52,0
"745","14.01.2014",0,3.76,0
"746","15.01.2014",0,3.93,0
"747","16.01.2014",0,4.2,0
"748","17.01.2014",0,4.05,0
"749","18.01.2014",0,4.37,0
"750","19.01.2014",0,4.05,0
"751","20.01.2014",0.3,3.56,0
"752","21.01.2014",9.4,4.05,0
"753","22.01.2014",0.5,1.99,0
"754","23.01.2014",2.7,1.48,0
"755","24.01.2014",6.1,3.51,0
"756","25.01.2014",0.9,3.16,0
"757","26.01.2014",0.3,1.52,0
"758","27.01.2014",2,1.8,0
"759","28.01.2014",4.8,2.84,0
"760","29.01.2014",0.1,3.64,0
"761","30.01.2014",0,3.3,0
"762","31.01.2014",0,3.88,0
"763","01.02.2014",0,3.85,0
"764","02.02.2014",0,3.02,0
"765","03.02.2014",0,3.34,0
"766","04.02.2014",0.5,2.94,0
"767","05.02.2014",4.1,1.41,0
"768","06.02.2014",0.2,2.27,0
"769","07.02.2014",0,3.63,0
"770","08.02.2014",0,3.84,0
"771","09.02.2014",0,3.9,0
"772","10.02.2014",0,3.5,0
"773","11.02.2014",0,3.7,0
"774","12.02.2014",0.1,3.41,0
"775","13.02.2014",0.9,3.09,0
"776","14.02.2014",16.3,2.05,0
"777","15.02.2014",11.2,2.08,0
"778","16.02.2014",6,1.85,0
"779","17.02.2014",28,3.07,0
"780","18.02.2014",0.8,3.21,0
"781","19.02.2014",13.8,4.37,0
"782","20.02.2014",14.2,3.27,0
"783","21.02.2014",17.2,2.38,0
"784","22.02.2014",0.4,1.95,0
"785","23.02.2014",0.1,2.55,0
"786","24.02.2014",0.2,2.94,0
"787","25.02.2014",1.2,3.44,0
"788","26.02.2014",0,3.82,0
"789","27.02.2014",0,3.34,0
"790","28.02.2014",3.3,2.2,0
"791","01.03.2014",20.9,2.89,0
"792","02.03.2014",26.6,3.38,0
"793","03.03.2014",6.3,2.99,0
"794","04.03.2014",2.1,3.46,0
"795","05.03.2014",0.1,3.59,0
"796","06.03.2014",0,2.33,0
"797","07.03.2014",4.2,4.06,0
"798","08.03.2014",0.6,3.18,0
"799","09.03.2014",0.2,1.98,0
"800","10.03.2014",4.7,2.9,0
"801","11.03.2014",5.7,3.13,0
"802","12.03.2014",0,3.67,0
"803","13.03.2014",0.2,3.43,0
"804","14.03.2014",0.4,3.73,0
"805","15.03.2014",1.2,3.45,0
"806","16.03.2014",0.2,3.16,0
"807","17.03.2014",7.3,3.97,0
"808","18.03.2014",0,3.34,0
"809","19.03.2014",0.4,2.99,0
"810","20.03.2014",0,1.73,0
"811","21.03.2014",6.9,2.72,0
"812","22.03.2014",4.3,3.97,0
"813","23.03.2014",3,3.4,0
"814","24.03.2014",3,2.05,0
"815","25.03.2014",12.9,2.92,0
"816","26.03.2014",10.3,2.13,0
"817","27.03.2014",12.7,1.93,0
"818","28.03.2014",25.6,3.7,0
"819","29.03.2014",2.9,3.74,0
"820","30.03.2014",1.2,3.28,0
"821","31.03.2014",8.2,3.14,0
"822","01.04.2014",1.7,3.3,0
"823","02.04.2014",0.4,3.4,0
"824","03.04.2014",0.5,3.65,0
"825","04.04.2014",0,3.02,0
"826","05.04.2014",17.7,3.9,0
"827","06.04.2014",17,3.55,0
"828","07.04.2014",2.7,2.35,0
"829","08.04.2014",0.1,2.63,0
"830","09.04.2014",0,2.77,0
"831","10.04.2014",0.2,2.71,0
"832","11.04.2014",0.2,2.66,0
"833","12.04.2014",0.6,2.96,0
"834","13.04.2014",0.1,2.29,0
"835","14.04.2014",0.2,1.52,0
"836","15.04.2014",0.5,2.15,0
"837","16.04.2014",0.2,2.05,0
"838","17.04.2014",0.1,2.35,0
"839","18.04.2014",0,2.47,0
"840","19.04.2014",0,2.41,0
"841","20.04.2014",0,2.28,0
"842","21.04.2014",0,2.34,0
"843","22.04.2014",0,2.35,0
"844","23.04.2014",0,2.38,0
"845","24.04.2014",0,2.45,0
"846","25.04.2014",0.1,1.67,0
"847","26.04.2014",2.3,2.73,0
"848","27.04.2014",0.1,1.73,0
"849","28.04.2014",4.3,2.06,0
"850","29.04.2014",0.1,2.41,0
"851","30.04.2014",0,1.06,0
"852","01.05.2014",3.5,2.65,0
"853","02.05.2014",0,1.36,0
"854","03.05.2014",0.3,1.32,0
"855","04.05.2014",0.7,1.55,0
"856","05.05.2014",0.2,1.69,0
"857","06.05.2014",0,1.66,0
"858","07.05.2014",0.4,1.48,0
"859","08.05.2014",0.1,1.48,0
"860","09.05.2014",0,1.59,0
"861","10.05.2014",0,1.79,0
"862","11.05.2014",0,1.16,0
"863","12.05.2014",1.3,2.02,0
"864","13.05.2014",2.6,2.16,0
"865","14.05.2014",0.5,1.96,0
"866","15.05.2014",0,1.66,0
"867","16.05.2014",0.1,1.7,0
"868","17.05.2014",0.1,1.65,0
"869","18.05.2014",0,1.63,0
"870","19.05.2014",0,1.78,0
"871","20.05.2014",0,1.54,0
"872","21.05.2014",0,1.62,0
"873","22.05.2014",0,1.77,0
"874","23.05.2014",0.1,1.56,0
"875","24.05.2014",5.2,2.45,0
"876","25.05.2014",0.9,2.31,0
"877","26.05.2014",0.1,1.87,0
"878","27.05.2014",0,1.3,0
"879","28.05.2014",0,1.16,0
"880","29.05.2014",0.1,1.4,0
"881","30.05.2014",0,1.27,0
"882","31.05.2014",4.7,1.59,0
"883","01.06.2014",9.6,2.45,0
"884","02.06.2014",3.3,1.86,0
"885","03.06.2014",3.6,1.91,0
"886","04.06.2014",0,1.33,0
"887","05.06.2014",0,1.3,0
"888","06.06.2014",0,1.3,0
"889","07.06.2014",0.6,1.52,0
"890","08.06.2014",0.1,1.1,0
"891","09.06.2014",0.1,1.15,0
"892","10.06.2014",1.9,1.44,0
"893","11.06.2014",1.3,1.59,0
"894","12.06.2014",0,1.29,0
"895","13.06.2014",0.1,1.44,0
"896","14.06.2014",0.4,1.13,0
"897","15.06.2014",0.8,1.27,0
"898","16.06.2014",0,1,0
"899","17.06.2014",0,1.03,0
"900","18.06.2014",0,1.05,0
"901","19.06.2014",0.1,1.28,0
"902","20.06.2014",0,1.12,0
"903","21.06.2014",1,1.38,0
"904","22.06.2014",0.9,1.5,0
"905","23.06.2014",0.2,0.98,0
"906","24.06.2014",0,0.66,0
"907","25.06.2014",0,0.77,0
"908","26.06.2014",0,0.96,0
"909","27.06.2014",0,0.92,0
"910","28.06.2014",0,0.84,0
"911","29.06.2014",6.1,1.23,0
"912","30.06.2014",0,0.73,0
"913","01.07.2014",0,0.93,0
"914","02.07.2014",0,0.98,0
"915","03.07.2014",0,1.1,0
"916","04.07.2014",0,1.08,0
"917","05.07.2014",0,0.91,0
"918","06.07.2014",0,0.73,0
"919","07.07.2014",0,0.82,0
"920","08.07.2014",0,1.01,0
"921","09.07.2014",0,0.79,0
"922","10.07.2014",0,0.6,0
"923","11.07.2014",0,0.88,0
"924","12.07.2014",0,0.88,0
"925","13.07.2014",0,0.74,0
"926","14.07.2014",0,0.86,0
"927","15.07.2014",0,0.84,0
"928","16.07.2014",0.5,1.23,0
"929","17.07.2014",0.3,0.9,0
"930","18.07.2014",1.1,0.9,0
"931","19.07.2014",0.1,0.77,0
"932","20.07.2014",0.1,0.8,0
"933","21.07.2014",0.2,1.04,0
"934","22.07.2014",2.6,1.27,0
"935","23.07.2014",2.2,1.6,0
"936","24.07.2014",0.1,1.14,0
"937","25.07.2014",0.2,1.55,0
"938","26.07.2014",0,0.92,0
"939","27.07.2014",8.7,1.86,0
"940","28.07.2014",0,1.21,0
"941","29.07.2014",0.1,1.23,0
"942","30.07.2014",0,1.25,0
"943","31.07.2014",0,1.18,0
"944","01.08.2014",0,1.05,0
"945","02.08.2014",0,0.96,0
"946","03.08.2014",0,0.73,0
"947","04.08.2014",0.1,1.15,0
"948","05.08.2014",2.2,1.7,0
"949","06.08.2014",0,1.33,0
"950","07.08.2014",0,1.22,0
"951","08.08.2014",0,1.35,0
"952","09.08.2014",0,1.39,0
"953","10.08.2014",0,1.21,0
"954","11.08.2014",0,1.17,0
"955","12.08.2014",0,1.01,0
"956","13.08.2014",0,0.91,0
"957","14.08.2014",0.1,1.11,0
"958","15.08.2014",0,1.22,0
"959","16.08.2014",0.2,0.84,0
"960","17.08.2014",29.7,2.71,0
"961","18.08.2014",0.4,1.31,0
"962","19.08.2014",0.4,1.15,0
"963","20.08.2014",0.7,1.56,0
"964","21.08.2014",0.1,1.17,0
"965","22.08.2014",1,1.48,0
"966","23.08.2014",3.6,1.23,0
"967","24.08.2014",8.3,2.05,0
"968","25.08.2014",2.1,2.02,0
"969","26.08.2014",6,1.84,0
"970","27.08.2014",75,4.78,1
"971","28.08.2014",27.9,3.35,0
"972","29.08.2014",5.1,2.2,0
"973","30.08.2014",1.6,1.98,0
"974","31.08.2014",0.2,2.22,0
"975","01.09.2014",0.1,2.31,0
"976","02.09.2014",0,1.48,0
"977","03.09.2014",0.4,1.72,0
"978","04.09.2014",0,1.7,0
"979","05.09.2014",0.2,1.38,0
"980","06.09.2014",3.6,1.92,0
"981","07.09.2014",1,1.79,0
"982","08.09.2014",3.4,1.88,0
"983","09.09.2014",1.6,2.64,0
"984","10.09.2014",0.2,1.98,0
"985","11.09.2014",0.5,2.85,0
"986","12.09.2014",0,2.45,0
"987","13.09.2014",0.9,2.25,0
"988","14.09.2014",0.5,3.13,0
"989","15.09.2014",0,2.52,0
"990","16.09.2014",0,2.16,0
"991","17.09.2014",0,2.24,0
"992","18.09.2014",0,2.28,0
"993","19.09.2014",0,2.09,0
"994","20.09.2014",0,2.24,0
"995","21.09.2014",0,1.88,0
"996","22.09.2014",0,1.98,0
"997","23.09.2014",0,2.52,0
"998","24.09.2014",0,2.64,0
"999","25.09.2014",1.1,2.02,0
"1000","26.09.2014",5.8,3.06,0
"1001","27.09.2014",0,2.06,0
"1002","28.09.2014",0,2.88,0
"1003","29.09.2014",0,3.21,0
"1004","30.09.2014",0,2.91,0
"1005","01.10.2014",0,2.45,0
"1006","02.10.2014",0,2.66,0
"1007","03.10.2014",0,2.88,0
"1008","04.10.2014",0,2.74,0
"1009","05.10.2014",0,2.94,0
"1010","06.10.2014",0,2.56,0
"1011","07.10.2014",0,2.16,0
"1012","08.10.2014",0,1.75,0
"1013","09.10.2014",1.1,2.45,0
"1014","10.10.2014",0,3.12,0
"1015","11.10.2014",0.2,2.75,0
"1016","12.10.2014",0.5,3.24,0
"1017","13.10.2014",0.4,2.57,0
"1018","14.10.2014",21.2,3.03,0
"1019","15.10.2014",0.2,2.51,0
"1020","16.10.2014",0,2.68,0
"1021","17.10.2014",0,2.49,0
"1022","18.10.2014",0,2.29,0
"1023","19.10.2014",0,3.13,0
"1024","20.10.2014",0,2.48,0
"1025","21.10.2014",0.6,1.52,0
"1026","22.10.2014",0,2.85,0
"1027","23.10.2014",0.3,2.6,0
"1028","24.10.2014",1.6,3.41,0
"1029","25.10.2014",0,3.77,0
"1030","26.10.2014",0,3.54,0
"1031","27.10.2014",0,2.75,0
"1032","28.10.2014",0,2.69,0
"1033","29.10.2014",0,3.09,0
"1034","30.10.2014",0,3.16,0
"1035","31.10.2014",0,3.24,0
"1036","01.11.2014",0.2,2.8,0
"1037","02.11.2014",1.7,3.2,0
"1038","03.11.2014",0,2.13,0
"1039","04.11.2014",0,2.72,0
"1040","05.11.2014",0.8,2.66,0
"1041","06.11.2014",32,4.67,0
"1042","07.11.2014",0.3,3.71,0
"1043","08.11.2014",0.1,4.28,0
"1044","09.11.2014",0,4.25,0
"1045","10.11.2014",0,3.44,0
"1046","11.11.2014",6.9,1.55,0
"1047","12.11.2014",0.5,1.86,0
"1048","13.11.2014",0,3.84,0
"1049","14.11.2014",0.2,4.25,0
"1050","15.11.2014",0,3.49,0
"1051","16.11.2014",0,2.88,0
"1052","17.11.2014",0,3.3,0
"1053","18.11.2014",0,3.11,0
"1054","19.11.2014",0.6,2.4,0
"1055","20.11.2014",0,3.6,0
"1056","21.11.2014",0.1,3.3,0
"1057","22.11.2014",0.6,4.32,0
"1058","23.11.2014",0,3.57,0
"1059","24.11.2014",12.1,3.84,0
"1060","25.11.2014",4.9,2.71,0
"1061","26.11.2014",2.5,1.83,0
"1062","27.11.2014",0.5,2.22,0
"1063","28.11.2014",3,1.99,0
"1064","29.11.2014",2,4.14,0
"1065","30.11.2014",0.8,3.95,0
"1066","01.12.2014",1.9,2.99,0
"1067","02.12.2014",13.2,4.21,0
"1068","03.12.2014",2.7,4.09,0
"1069","04.12.2014",3.8,2.21,0
"1070","05.12.2014",13.9,4.82,0
"1071","06.12.2014",11.9,2.8,0
"1072","07.12.2014",3.8,4.66,0
"1073","08.12.2014",4.1,4.42,0
"1074","09.12.2014",3.6,3.7,0
"1075","10.12.2014",20.3,5.83,0
"1076","11.12.2014",6.7,2.25,0
"1077","12.12.2014",30.1,3.26,0
"1078","13.12.2014",1.3,3.05,0
"1079","14.12.2014",1.9,3.5,0
"1080","15.12.2014",0,4.36,0
"1081","16.12.2014",0,4.23,0
"1082","17.12.2014",1.5,4.73,0
"1083","18.12.2014",3.3,3.16,0
"1084","19.12.2014",10.8,5.12,0
"1085","20.12.2014",0.1,3.31,0
"1086","21.12.2014",0.4,3.88,0
"1087","22.12.2014",0.4,4.75,0
"1088","23.12.2014",0.4,3.3,0
"1089","24.12.2014",3.9,4.73,0
"1090","25.12.2014",10.2,5.13,0
"1091","26.12.2014",16.4,4.34,0
"1092","27.12.2014",18.2,2.09,1
"1093","28.12.2014",23.1,2.6,0
"1094","29.12.2014",30.9,6.27,0
"1095","30.12.2014",6.9,6.22,0
"1096","31.12.2014",0.7,4.13,0
"1097","01.01.2015",0.5,5.23,0
"1098","02.01.2015",0.4,3.59,0
"1099","03.01.2015",0.2,5.2,0
"1100","04.01.2015",2.2,5.34,0
"1101","05.01.2015",0.4,3.4,0
"1102","06.01.2015",1.1,4.63,0
"1103","07.01.2015",1.1,4.6,0
"1104","08.01.2015",0,5.55,0
"1105","09.01.2015",0.3,4.82,0
"1106","10.01.2015",8.8,5.27,0
"1107","11.01.2015",4.1,2.23,0
"1108","12.01.2015",22.6,3.58,0
"1109","13.01.2015",5.7,5.01,0
"1110","14.01.2015",2.6,4.23,0
"1111","15.01.2015",1.6,5.79,0
"1112","16.01.2015",0.2,4.91,0
"1113","17.01.2015",0,4.75,0
"1114","18.01.2015",0,4.77,0
"1115","19.01.2015",1.3,2.71,0
"1116","20.01.2015",33.1,4.15,1
"1117","21.01.2015",13.3,4.76,0
"1118","22.01.2015",7.4,3.23,0
"1119","23.01.2015",4.8,2.59,0
"1120","24.01.2015",0.5,5.42,0
"1121","25.01.2015",0,5.03,0
"1122","26.01.2015",1.3,2.69,0
"1123","27.01.2015",65.6,4.62,1
"1124","28.01.2015",41.7,4.27,0
"1125","29.01.2015",3.9,4.79,0
"1126","30.01.2015",0.1,4.73,0
"1127","31.01.2015",0,4.56,0
"1128","01.02.2015",0.1,4.34,0
"1129","02.02.2015",5.2,3.09,0
"1130","03.02.2015",2.8,2.67,0
"1131","04.02.2015",0,3.31,0
"1132","05.02.2015",0,2.87,0
"1133","06.02.2015",1.7,3.47,0
"1134","07.02.2015",0,4.72,0
"1135","08.02.2015",0,4.79,0
"1136","09.02.2015",0,3.49,0
"1137","10.02.2015",0.4,3.32,0
"1138","11.02.2015",4.9,3.28,0
"1139","12.02.2015",2.5,4.34,0
"1140","13.02.2015",3.9,3.97,0
"1141","14.02.2015",3.6,4.37,0
"1142","15.02.2015",0.3,3.56,0
"1143","16.02.2015",7.2,4.57,0
"1144","17.02.2015",0.8,3.53,0
"1145","18.02.2015",2,2.98,0
"1146","19.02.2015",4.1,2.3,0
"1147","20.02.2015",8.9,1.91,0
"1148","21.02.2015",22.7,2.67,0
"1149","22.02.2015",41,4.91,0
"1150","23.02.2015",19.5,4.31,0
"1151","24.02.2015",10.6,3.98,0
"1152","25.02.2015",2.7,3.85,0
"1153","26.02.2015",0.2,3.09,0
"1154","27.02.2015",12.8,4.95,0
"1155","28.02.2015",0.4,4.68,0
"1156","01.03.2015",0,3.97,0
"1157","02.03.2015",20.5,3.17,0
"1158","03.03.2015",0.5,5.29,0
"1159","04.03.2015",0,4,0
"1160","05.03.2015",0,3.98,0
"1161","06.03.2015",0.1,3.82,0
"1162","07.03.2015",0,3.17,0
"1163","08.03.2015",0,4.08,0
"1164","09.03.2015",0.4,4.57,0
"1165","10.03.2015",0,4.18,0
"1166","11.03.2015",0.5,3.98,0
"1167","12.03.2015",1.6,3.8,0
"1168","13.03.2015",5.5,2.86,0
"1169","14.03.2015",4.5,3.87,0
"1170","15.03.2015",0.9,3.52,0
"1171","16.03.2015",6.7,3.87,0
"1172","17.03.2015",0,2.9,0
"1173","18.03.2015",0.9,3.4,0
"1174","19.03.2015",0.5,4.55,0
"1175","20.03.2015",0,3.82,0
"1176","21.03.2015",0,0.69,0
"1177","22.03.2015",26.9,3.83,0
"1178","23.03.2015",11.1,4.55,0
"1179","24.03.2015",1.3,4.34,0
"1180","25.03.2015",0.5,1.8,0
"1181","26.03.2015",0.1,3.45,0
"1182","27.03.2015",0,3.06,0
"1183","28.03.2015",0.2,3.21,0
"1184","29.03.2015",0,3.2,0
"1185","30.03.2015",0,1.87,0
"1186","31.03.2015",8.8,2.46,0
"1187","01.04.2015",6.7,2.82,0
"1188","02.04.2015",4.1,3.5,0
"1189","03.04.2015",0,1.74,0
"1190","04.04.2015",54.5,4.21,0
"1191","05.04.2015",18.6,3.82,0
"1192","06.04.2015",2.2,3.73,0
"1193","07.04.2015",11.8,3.56,0
"1194","08.04.2015",0.3,2.6,0
"1195","09.04.2015",0,2.63,0
"1196","10.04.2015",0,2.05,0
"1197","11.04.2015",0.1,2.08,0
"1198","12.04.2015",0.1,2.66,0
"1199","13.04.2015",0,2.34,0
"1200","14.04.2015",0,2.55,0
"1201","15.04.2015",3.9,3.57,0
"1202","16.04.2015",0,3.13,0
"1203","17.04.2015",0.1,3.13,0
"1204","18.04.2015",0.1,2.33,0
"1205","19.04.2015",4.3,1.94,0
"1206","20.04.2015",3.4,1.63,0
"1207","21.04.2015",2.4,2.2,0
"1208","22.04.2015",11.8,3.19,0
"1209","23.04.2015",5.2,3.02,0
"1210","24.04.2015",0,2.21,0
"1211","25.04.2015",0,2.01,0
"1212","26.04.2015",0.1,1.35,0
"1213","27.04.2015",0.1,1.95,0
"1214","28.04.2015",0,1.84,0
"1215","29.04.2015",0,1.48,0
"1216","30.04.2015",3.3,1.87,0
"1217","01.05.2015",33.1,3.05,0
"1218","02.05.2015",106.1,7.42,0
"1219","03.05.2015",60.8,5.65,0
"1220","04.05.2015",3.5,2.91,0
"1221","05.05.2015",0,2.12,0
"1222","06.05.2015",0,1.74,0
"1223","07.05.2015",0.1,1.62,0
"1224","08.05.2015",0,1.52,0
"1225","09.05.2015",0.2,1.67,0
"1226","10.05.2015",0,1.45,0
"1227","11.05.2015",0,1.5,0
"1228","12.05.2015",0,1.48,0
"1229","13.05.2015",0,1.17,0
"1230","14.05.2015",0.1,1.4,0
"1231","15.05.2015",0,1.28,0
"1232","16.05.2015",2.8,1.73,0
"1233","17.05.2015",1.6,1.83,0
"1234","18.05.2015",4.7,2.13,0
"1235","19.05.2015",4.2,2.16,0
"1236","20.05.2015",0.9,2.5,0
"1237","21.05.2015",6.2,1.62,0
"1238","22.05.2015",12.3,2.08,0
"1239","23.05.2015",3.7,1.85,0
"1240","24.05.2015",0.1,1.48,0
"1241","25.05.2015",0,1.41,0
"1242","26.05.2015",0,1.47,0
"1243","27.05.2015",0.2,1.66,0
"1244","28.05.2015",0.7,1.95,0
"1245","29.05.2015",0.8,1.76,0
"1246","30.05.2015",0.1,1.46,0
"1247","31.05.2015",8,1.66,0
"1248","01.06.2015",5.7,1.98,0
"1249","02.06.2015",0.2,1.26,0
"1250","03.06.2015",0,1.15,0
"1251","04.06.2015",0.2,1.34,0
"1252","05.06.2015",0,0.88,0
"1253","06.06.2015",0.1,1.16,0
"1254","07.06.2015",0.3,1.57,0
"1255","08.06.2015",0.1,1.37,0
"1256","09.06.2015",0.2,1.5,0
"1257","10.06.2015",0,1.09,0
"1258","11.06.2015",4.3,1.61,0
"1259","12.06.2015",0.2,1.03,0
"1260","13.06.2015",0.6,1.45,0
"1261","14.06.2015",0,1.33,0
"1262","15.06.2015",0.5,1.58,0
"1263","16.06.2015",1.6,1.62,0
"1264","17.06.2015",3.4,1.53,0
"1265","18.06.2015",6.3,2,0
"1266","19.06.2015",0.2,1.19,0
"1267","20.06.2015",0.1,0.96,0
"1268","21.06.2015",0.5,1.45,0
"1269","22.06.2015",0,1.13,0
"1270","23.06.2015",0,1.27,0
"1271","24.06.2015",0,1.29,0
"1272","25.06.2015",0,1.16,0
"1273","26.06.2015",0.7,1.27,0
"1274","27.06.2015",0.4,1.54,0
"1275","28.06.2015",0.2,1.41,0
"1276","29.06.2015",0.1,1.21,0
"1277","30.06.2015",0,1.34,0
"1278","01.07.2015",1.3,1.73,0
"1279","02.07.2015",0.9,1.53,0
"1280","03.07.2015",0,0.98,0
"1281","04.07.2015",0,1.16,0
"1282","05.07.2015",0,1.1,0
"1283","06.07.2015",0.3,1.38,0
"1284","07.07.2015",0,1.09,0
"1285","08.07.2015",0,0.91,0
"1286","09.07.2015",0,1.13,0
"1287","10.07.2015",0.2,1.39,0
"1288","11.07.2015",0.5,1.48,0
"1289","12.07.2015",2.2,1.27,0
"1290","13.07.2015",0.7,1.34,0
"1291","14.07.2015",0.2,1.15,0
"1292","15.07.2015",0,1.06,0
"1293","16.07.2015",0,0.91,0
"1294","17.07.2015",0.1,0.85,0
"1295","18.07.2015",0,0.99,0
"1296","19.07.2015",0,1.03,0
"1297","20.07.2015",0.4,1.44,0
"1298","21.07.2015",0.6,1.46,0
"1299","22.07.2015",0.6,1.45,0
"1300","23.07.2015",2.2,2.13,0
"1301","24.07.2015",1.7,1.63,0
"1302","25.07.2015",5.1,2.2,0
"1303","26.07.2015",0.2,1.54,0
"1304","27.07.2015",0,1.05,0
"1305","28.07.2015",0,1.17,0
"1306","29.07.2015",0,1.3,0
"1307","30.07.2015",0,1.35,0
"1308","31.07.2015",0,1.49,0
"1309","01.08.2015",0,1.57,0
"1310","02.08.2015",0,1.67,0
"1311","03.08.2015",0,1.52,0
"1312","04.08.2015",0,1.13,0
"1313","05.08.2015",0,1.05,0
"1314","06.08.2015",0,1.13,0
"1315","07.08.2015",0,1.4,0
"1316","08.08.2015",0,1.45,0
"1317","09.08.2015",0,1.52,0
"1318","10.08.2015",0,1.48,0
"1319","11.08.2015",0,1.64,0
"1320","12.08.2015",0,1.16,0
"1321","13.08.2015",0.1,1.29,0
"1322","14.08.2015",0,1.44,0
"1323","15.08.2015",0,1.45,0
"1324","16.08.2015",0,1.42,0
"1325","17.08.2015",0,1.35,0
"1326","18.08.2015",0,1.38,0
"1327","19.08.2015",0,1.41,0
"1328","20.08.2015",0,1.51,0
"1329","21.08.2015",0,1.73,0
"1330","22.08.2015",0,1.7,0
"1331","23.08.2015",0.6,1.88,0
"1332","24.08.2015",18.5,2.15,0
"1333","25.08.2015",6,2.63,0
"1334","26.08.2015",0.2,2.2,0
"1335","27.08.2015",0,1.26,0
"1336","28.08.2015",0,1.77,0
"1337","29.08.2015",0,1.82,0
"1338","30.08.2015",0,1.71,0
"1339","31.08.2015",0,1.53,0
"1340","01.09.2015",0,1.64,0
"1341","02.09.2015",0,1.49,0
"1342","03.09.2015",8,2.04,0
"1343","04.09.2015",0.7,1.88,0
"1344","05.09.2015",1.3,2.21,0
"1345","06.09.2015",3.5,1.96,0
"1346","07.09.2015",0.1,1.83,0
"1347","08.09.2015",0,1.62,0
"1348","09.09.2015",0,1.84,0
"1349","10.09.2015",0,1.31,0
"1350","11.09.2015",0.1,2.05,0
"1351","12.09.2015",0,2.21,0
"1352","13.09.2015",0,2.17,0
"1353","14.09.2015",0,2.28,0
"1354","15.09.2015",0,1.98,0
"1355","16.09.2015",1,2.12,0
"1356","17.09.2015",4.9,2.04,0
"1357","18.09.2015",24.2,2.57,0
"1358","19.09.2015",3.5,2.04,0
"1359","20.09.2015",9.3,2.51,0
"1360","21.09.2015",2.2,2.91,0
"1361","22.09.2015",4.6,2.71,0
"1362","23.09.2015",1.6,1.66,0
"1363","24.09.2015",0.3,1.77,0
"1364","25.09.2015",1.2,1.73,0
"1365","26.09.2015",0.9,2.23,0
"1366","27.09.2015",0.1,2.36,0
"1367","28.09.2015",0,2.78,0
"1368","29.09.2015",0,2.59,0
"1369","30.09.2015",0,2.73,0
"1370","01.10.2015",0,2.75,0
"1371","02.10.2015",0,2.68,0
"1372","03.10.2015",0,2.98,0
"1373","04.10.2015",0,3.34,0
"1374","05.10.2015",0.1,3.66,0
"1375","06.10.2015",0,3.29,0
"1376","07.10.2015",0,2.27,0
"1377","08.10.2015",0.2,1.27,0
"1378","09.10.2015",2.7,3.08,0
"1379","10.10.2015",0,2.84,0
"1380","11.10.2015",0.3,2.65,0
"1381","12.10.2015",4.6,3.3,0
"1382","13.10.2015",0,2.13,0
"1383","14.10.2015",30.6,3.72,0
"1384","15.10.2015",17.1,4.68,0
"1385","16.10.2015",0,4.05,0
"1386","17.10.2015",0,3.81,0
"1387","18.10.2015",0,2.77,0
"1388","19.10.2015",0,3.75,0
"1389","20.10.2015",0.1,3.96,0
"1390","21.10.2015",0.1,3.27,0
"1391","22.10.2015",2.9,1.91,0
"1392","23.10.2015",12.1,3.07,0
"1393","24.10.2015",0.3,3.48,0
"1394","25.10.2015",0,3.34,0
"1395","26.10.2015",0,3.12,0
"1396","27.10.2015",8.3,2.13,0
"1397","28.10.2015",8,2.2,0
"1398","29.10.2015",0.4,2.55,0
"1399","30.10.2015",0.1,3.6,0
"1400","31.10.2015",0.1,2.64,0
"1401","01.11.2015",8.3,3.67,0
"1402","02.11.2015",2.4,3.84,0
"1403","03.11.2015",2.4,3.27,0
"1404","04.11.2015",22.4,2.78,0
"1405","05.11.2015",18.8,2.53,1
"1406","06.11.2015",6.3,4.86,0
"1407","07.11.2015",3.7,4.09,0
"1408","08.11.2015",17.7,2.38,1
"1409","09.11.2015",4.4,3.87,0
"1410","10.11.2015",0,4.17,0
"1411","11.11.2015",0,2.77,0
"1412","12.11.2015",0,3.3,0
"1413","13.11.2015",0,3.23,0
"1414","14.11.2015",28.3,3.56,1
"1415","15.11.2015",18.2,3.17,0
"1416","16.11.2015",2.8,3.6,0
"1417","17.11.2015",0,4.27,0
"1418","18.11.2015",0.1,4.4,0
"1419","19.11.2015",0,5.13,0
"1420","20.11.2015",0,5.45,0
"1421","21.11.2015",0.1,3.39,0
"1422","22.11.2015",5.2,2.19,0
"1423","23.11.2015",0.4,4.62,0
"1424","24.11.2015",0,3.41,0
"1425","25.11.2015",0,4.18,0
"1426","26.11.2015",0.7,4.49,0
"1427","27.11.2015",0,1.43,0
"1428","28.11.2015",0.9,2.16,0
"1429","29.11.2015",4.1,2.88,0
"1430","30.11.2015",0,4.62,0
"1431","01.12.2015",0,3.49,0
"1432","02.12.2015",7.2,2.79,0
"1433","03.12.2015",13,2.8,0
"1434","04.12.2015",1.8,3.69,0
"1435","05.12.2015",0,4.05,0
"1436","06.12.2015",0,4.16,0
"1437","07.12.2015",0,4.29,0
